% ARFF
% Fichero para Weka con los datos del RS de 2017 y AS de 2018
@RELATION rapidscat_ascat
@ATTRIBUTE fechaJuliana numeric
@ATTRIBUTE latitud numeric
@ATTRIBUTE longitud numeric
@ATTRIBUTE velocidad_viento numeric
@ATTRIBUTE dirección_viento numeric
@ATTRIBUTE velocidad_vientoMedia numeric
@ATTRIBUTE velocidad_vientoMax numeric
@DATA
2015003,-20.75,40.52,9.63,24.25,5.134128371628367,9.97
2015003,-20.68,40.61,9.84,26.11,5.134128371628367,9.97
2015003,-20.61,40.72,9.79,28.07,5.134128371628367,9.97
2015003,-20.54,40.79,9.79,30.36,5.134128371628367,9.97
2015003,-20.47,40.9,9.68,32.21,5.134128371628367,9.97
2015003,-20.4,40.98,8.92,34.55,5.134128371628367,9.97
2015003,-20.32,41.08,8.15,37.52,5.134128371628367,9.97
2015003,-20.25,41.16,7.72,39.53,5.134128371628367,9.97
2015003,-20.17,41.26,7.99,42.3,5.134128371628367,9.97
2015003,-20.1,41.35,8.1,43.67,5.134128371628367,9.97
2015003,-20.02,41.43,8.02,45.64,5.134128371628367,9.97
2015003,-19.96,41.5,8.43,47.07,5.134128371628367,9.97
2015003,-19.89,41.61,8.51,50.6,5.134128371628367,9.97
2015003,-19.8,41.73,8.82,55.15,5.134128371628367,9.97
2015003,-19.73,41.8,8.95,58.25,5.134128371628367,9.97
2015003,-19.66,41.88,8.95,60.57,5.134128371628367,9.97
2015003,-19.58,41.99,8.63,64.63,5.134128371628367,9.97
2015003,-20.97,40.09,8.88,16.79,5.134128371628367,9.97
2015003,-20.89,40.18,9.01,18.24,5.134128371628367,9.97
2015003,-20.82,40.27,9.0,20.32,5.134128371628367,9.97
2015003,-20.75,40.36,9.23,22.43,5.134128371628367,9.97
2015003,-20.66,40.45,9.35,24.69,5.134128371628367,9.97
2015003,-20.6,40.55,9.68,26.51,5.134128371628367,9.97
2015003,-20.53,40.63,9.62,29.15,5.134128371628367,9.97
2015003,-20.45,40.73,9.19,31.58,5.134128371628367,9.97
2015003,-20.38,40.82,9.29,33.56,5.134128371628367,9.97
2015003,-20.3,40.92,8.87,35.29,5.134128371628367,9.97
2015003,-20.25,41.0,8.26,39.16,5.134128371628367,9.97
2015003,-20.16,41.1,7.86,41.14,5.134128371628367,9.97
2015003,-20.08,41.19,7.81,42.99,5.134128371628367,9.97
2015003,-20.01,41.27,8.02,44.42,5.134128371628367,9.97
2015003,-19.95,41.37,8.12,45.99,5.134128371628367,9.97
2015003,-19.87,41.47,7.89,48.17,5.134128371628367,9.97
2015003,-19.79,41.55,7.94,51.67,5.134128371628367,9.97
2015003,-19.72,41.63,7.96,54.73,5.134128371628367,9.97
2015003,-19.65,41.74,8.22,57.63,5.134128371628367,9.97
2015003,-19.57,41.82,7.98,62.04,5.134128371628367,9.97
2015003,-19.5,41.91,7.79,66.26,5.134128371628367,9.97
2015003,-20.96,39.92,8.42,15.42,5.134128371628367,9.97
2015003,-20.89,40.01,8.89,17.4,5.134128371628367,9.97
2015003,-20.8,40.12,8.88,18.69,5.134128371628367,9.97
2015003,-20.73,40.22,8.93,20.73,5.134128371628367,9.97
2015003,-20.66,40.29,9.09,23.06,5.134128371628367,9.97
2015003,-20.58,40.4,8.98,25.47,5.134128371628367,9.97
2015003,-20.51,40.48,9.09,27.62,5.134128371628367,9.97
2015003,-20.45,40.57,9.17,29.55,5.134128371628367,9.97
2015003,-20.37,40.66,9.17,32.27,5.134128371628367,9.97
2015003,-20.29,40.76,9.16,34.27,5.134128371628367,9.97
2015003,-20.23,40.84,8.96,36.23,5.134128371628367,9.97
2015003,-20.14,40.94,8.39,40.04,5.134128371628367,9.97
2015003,-20.08,41.03,8.27,42.23,5.134128371628367,9.97
2015003,-20.01,41.12,8.11,44.01,5.134128371628367,9.97
2015003,-19.93,41.22,8.17,45.1,5.134128371628367,9.97
2015003,-19.85,41.31,7.91,46.95,5.134128371628367,9.97
2015003,-19.79,41.38,7.4,49.41,5.134128371628367,9.97
2015003,-19.71,41.49,7.56,52.25,5.134128371628367,9.97
2015003,-19.64,41.58,7.72,54.24,5.134128371628367,9.97
2015003,-19.57,41.67,8.0,58.06,5.134128371628367,9.97
2015003,-19.49,41.76,8.18,62.58,5.134128371628367,9.97
2015003,-19.42,41.84,8.09,66.32,5.134128371628367,9.97
2015003,-19.33,41.93,7.64,72.21,5.134128371628367,9.97
2015003,-20.99,39.67,7.81,13.06,5.134128371628367,9.97
2015003,-20.93,39.78,8.27,13.79,5.134128371628367,9.97
2015003,-20.88,39.85,8.47,15.36,5.134128371628367,9.97
2015003,-20.78,39.95,8.7,17.91,5.134128371628367,9.97
2015003,-20.73,40.05,8.77,19.64,5.134128371628367,9.97
2015003,-20.65,40.14,8.69,21.68,5.134128371628367,9.97
2015003,-20.57,40.23,8.71,23.74,5.134128371628367,9.97
2015003,-20.5,40.33,8.76,25.82,5.134128371628367,9.97
2015003,-20.44,40.42,8.75,27.61,5.134128371628367,9.97
2015003,-20.36,40.49,8.56,29.77,5.134128371628367,9.97
2015003,-20.29,40.61,8.99,32.55,5.134128371628367,9.97
2015003,-20.22,40.68,9.43,34.76,5.134128371628367,9.97
2015003,-20.12,40.8,8.39,37.22,5.134128371628367,9.97
2015003,-20.07,40.86,8.42,40.32,5.134128371628367,9.97
2015003,-20.0,40.96,7.96,43.13,5.134128371628367,9.97
2015003,-19.92,41.05,8.03,44.43,5.134128371628367,9.97
2015003,-19.85,41.12,7.96,45.54,5.134128371628367,9.97
2015003,-19.79,41.22,7.88,47.65,5.134128371628367,9.97
2015003,-19.72,41.31,7.55,50.04,5.134128371628367,9.97
2015003,-19.62,41.42,7.35,52.68,5.134128371628367,9.97
2015003,-19.55,41.49,7.39,55.09,5.134128371628367,9.97
2015003,-19.48,41.58,7.55,58.42,5.134128371628367,9.97
2015003,-19.4,41.67,7.93,62.51,5.134128371628367,9.97
2015003,-19.33,41.8,7.79,66.76,5.134128371628367,9.97
2015003,-19.26,41.88,7.87,72.76,5.134128371628367,9.97
2015003,-19.19,41.96,7.61,82.64,5.134128371628367,9.97
2015003,-20.98,39.54,7.53,11.6,5.134128371628367,9.97
2015003,-20.92,39.62,7.49,12.28,5.134128371628367,9.97
2015003,-20.85,39.71,8.03,13.05,5.134128371628367,9.97
2015003,-20.79,39.79,8.39,15.44,5.134128371628367,9.97
2015003,-20.71,39.88,8.4,18.3,5.134128371628367,9.97
2015003,-20.63,39.97,8.31,20.08,5.134128371628367,9.97
2015003,-20.56,40.07,8.29,22.49,5.134128371628367,9.97
2015003,-20.47,40.16,8.51,24.15,5.134128371628367,9.97
2015003,-20.41,40.26,8.46,25.73,5.134128371628367,9.97
2015003,-20.34,40.34,8.48,27.5,5.134128371628367,9.97
2015003,-20.27,40.44,8.39,29.38,5.134128371628367,9.97
2015003,-20.2,40.52,8.52,32.18,5.134128371628367,9.97
2015003,-20.12,40.63,9.49,34.3,5.134128371628367,9.97
2015003,-20.05,40.7,9.44,37.89,5.134128371628367,9.97
2015003,-19.97,40.81,8.13,40.45,5.134128371628367,9.97
2015003,-19.91,40.89,7.98,43.34,5.134128371628367,9.97
2015003,-19.84,40.98,7.55,44.61,5.134128371628367,9.97
2015003,-19.76,41.07,7.35,45.84,5.134128371628367,9.97
2015003,-19.68,41.17,7.54,48.01,5.134128371628367,9.97
2015003,-19.62,41.24,7.65,50.13,5.134128371628367,9.97
2015003,-19.54,41.33,7.98,52.84,5.134128371628367,9.97
2015003,-19.47,41.45,7.66,54.84,5.134128371628367,9.97
2015003,-19.39,41.54,7.86,57.97,5.134128371628367,9.97
2015003,-19.32,41.62,7.88,61.99,5.134128371628367,9.97
2015003,-19.26,41.69,8.09,66.63,5.134128371628367,9.97
2015003,-19.17,41.79,7.87,72.57,5.134128371628367,9.97
2015003,-19.09,41.87,8.21,82.8,5.134128371628367,9.97
2015003,-19.03,41.95,9.35,87.05,5.134128371628367,9.97
2015003,-20.97,39.33,7.37,9.55,5.134128371628367,9.97
2015003,-20.9,39.46,7.33,10.3,5.134128371628367,9.97
2015003,-20.83,39.55,7.42,12.43,5.134128371628367,9.97
2015003,-20.77,39.63,7.74,13.47,5.134128371628367,9.97
2015003,-20.71,39.72,8.01,15.27,5.134128371628367,9.97
2015003,-20.62,39.81,8.18,19.31,5.134128371628367,9.97
2015003,-20.55,39.9,8.06,20.7,5.134128371628367,9.97
2015003,-20.47,40.0,8.2,22.8,5.134128371628367,9.97
2015003,-20.4,40.09,8.15,23.99,5.134128371628367,9.97
2015003,-20.33,40.19,8.34,25.58,5.134128371628367,9.97
2015003,-20.26,40.28,8.24,27.29,5.134128371628367,9.97
2015003,-20.18,40.36,8.23,29.26,5.134128371628367,9.97
2015003,-20.12,40.47,8.24,31.41,5.134128371628367,9.97
2015003,-20.04,40.54,8.33,33.88,5.134128371628367,9.97
2015003,-19.96,40.65,9.14,36.63,5.134128371628367,9.97
2015003,-19.9,40.74,8.46,40.3,5.134128371628367,9.97
2015003,-19.82,40.83,8.1,42.86,5.134128371628367,9.97
2015003,-19.74,40.92,8.16,44.33,5.134128371628367,9.97
2015003,-19.67,41.0,8.22,45.59,5.134128371628367,9.97
2015003,-19.61,41.1,8.19,47.85,5.134128371628367,9.97
2015003,-19.54,41.2,7.93,49.97,5.134128371628367,9.97
2015003,-19.46,41.28,7.7,52.59,5.134128371628367,9.97
2015003,-19.38,41.36,7.69,54.49,5.134128371628367,9.97
2015003,-19.31,41.44,7.56,58.39,5.134128371628367,9.97
2015003,-19.22,41.55,7.89,62.1,5.134128371628367,9.97
2015003,-19.17,41.65,7.95,66.98,5.134128371628367,9.97
2015003,-19.09,41.74,8.08,72.58,5.134128371628367,9.97
2015003,-19.03,41.83,8.22,82.94,5.134128371628367,9.97
2015003,-18.96,41.91,8.96,87.02,5.134128371628367,9.97
2015003,-18.86,41.99,9.28,87.38,5.134128371628367,9.97
2015003,-20.97,39.38,0.0,0.0,5.134128371628367,9.97
2015003,-20.89,39.27,7.24,8.41,5.134128371628367,9.97
2015003,-20.81,39.4,7.26,9.68,5.134128371628367,9.97
2015003,-20.75,39.48,7.2,11.59,5.134128371628367,9.97
2015003,-20.67,39.56,7.36,12.2,5.134128371628367,9.97
2015003,-20.62,39.65,7.62,13.71,5.134128371628367,9.97
2015003,-20.55,39.73,7.74,17.95,5.134128371628367,9.97
2015003,-20.46,39.83,7.87,20.57,5.134128371628367,9.97
2015003,-20.38,39.94,8.17,23.13,5.134128371628367,9.97
2015003,-20.31,40.02,8.02,24.18,5.134128371628367,9.97
2015003,-20.24,40.1,7.73,25.55,5.134128371628367,9.97
2015003,-20.17,40.21,7.95,26.83,5.134128371628367,9.97
2015003,-20.1,40.3,8.03,28.66,5.134128371628367,9.97
2015003,-20.03,40.37,8.02,31.1,5.134128371628367,9.97
2015003,-19.96,40.48,8.05,33.01,5.134128371628367,9.97
2015003,-19.88,40.57,7.84,35.56,5.134128371628367,9.97
2015003,-19.81,40.65,8.06,37.73,5.134128371628367,9.97
2015003,-19.74,40.75,8.19,41.59,5.134128371628367,9.97
2015003,-19.68,40.84,7.98,44.06,5.134128371628367,9.97
2015003,-19.59,40.93,8.05,45.31,5.134128371628367,9.97
2015003,-19.52,41.03,7.96,47.82,5.134128371628367,9.97
2015003,-19.45,41.09,8.06,49.89,5.134128371628367,9.97
2015003,-19.37,41.19,8.24,52.0,5.134128371628367,9.97
2015003,-19.29,41.31,7.94,54.47,5.134128371628367,9.97
2015003,-19.22,41.39,7.82,58.18,5.134128371628367,9.97
2015003,-19.15,41.47,7.72,62.84,5.134128371628367,9.97
2015003,-19.07,41.56,7.87,67.07,5.134128371628367,9.97
2015003,-18.99,41.64,9.19,72.21,5.134128371628367,9.97
2015003,-18.92,41.73,9.09,82.85,5.134128371628367,9.97
2015003,-18.85,41.83,9.34,86.47,5.134128371628367,9.97
2015003,-18.79,41.95,9.25,87.27,5.134128371628367,9.97
2015003,-20.96,39.22,0.0,0.0,5.134128371628367,9.97
2015003,-20.89,39.31,0.0,0.0,5.134128371628367,9.97
2015003,-20.81,39.24,7.35,7.19,5.134128371628367,9.97
2015003,-20.72,39.32,7.28,8.4,5.134128371628367,9.97
2015003,-20.67,39.42,7.38,10.17,5.134128371628367,9.97
2015003,-20.59,39.5,7.36,11.58,5.134128371628367,9.97
2015003,-20.54,39.58,7.37,12.74,5.134128371628367,9.97
2015003,-20.45,39.67,7.42,16.98,5.134128371628367,9.97
2015003,-20.38,39.77,7.64,19.98,5.134128371628367,9.97
2015003,-20.3,39.86,7.88,22.05,5.134128371628367,9.97
2015003,-20.24,39.95,7.64,23.97,5.134128371628367,9.97
2015003,-20.15,40.04,7.76,25.26,5.134128371628367,9.97
2015003,-20.09,40.14,7.62,26.36,5.134128371628367,9.97
2015003,-20.01,40.22,7.79,27.78,5.134128371628367,9.97
2015003,-19.94,40.32,7.63,29.68,5.134128371628367,9.97
2015003,-19.87,40.4,7.87,31.56,5.134128371628367,9.97
2015003,-19.79,40.51,7.93,34.36,5.134128371628367,9.97
2015003,-19.73,40.59,7.84,36.61,5.134128371628367,9.97
2015003,-19.65,40.68,7.66,38.83,5.134128371628367,9.97
2015003,-19.57,40.78,7.51,42.76,5.134128371628367,9.97
2015003,-19.5,40.86,7.85,44.93,5.134128371628367,9.97
2015003,-19.43,40.95,8.2,46.65,5.134128371628367,9.97
2015003,-19.36,41.04,8.18,49.76,5.134128371628367,9.97
2015003,-19.28,41.15,7.78,51.98,5.134128371628367,9.97
2015003,-19.22,41.22,7.77,54.25,5.134128371628367,9.97
2015003,-19.13,41.31,7.78,58.52,5.134128371628367,9.97
2015003,-19.06,41.4,7.67,61.95,5.134128371628367,9.97
2015003,-19.0,41.5,7.63,67.32,5.134128371628367,9.97
2015003,-18.93,41.6,9.33,72.45,5.134128371628367,9.97
2015003,-18.86,41.69,9.49,81.31,5.134128371628367,9.97
2015003,-18.78,41.77,9.25,85.69,5.134128371628367,9.97
2015003,-18.69,41.84,8.56,87.05,5.134128371628367,9.97
2015003,-18.62,41.94,8.29,87.19,5.134128371628367,9.97
2015003,-20.96,38.87,7.53,5.73,5.134128371628367,9.97
2015003,-20.87,39.15,0.0,0.0,5.134128371628367,9.97
2015003,-20.8,39.24,0.0,0.0,5.134128371628367,9.97
2015003,-20.73,39.17,7.28,5.82,5.134128371628367,9.97
2015003,-20.64,39.25,7.18,6.59,5.134128371628367,9.97
2015003,-20.58,39.35,7.39,9.08,5.134128371628367,9.97
2015003,-20.51,39.43,7.45,10.07,5.134128371628367,9.97
2015003,-20.45,39.51,7.67,12.24,5.134128371628367,9.97
2015003,-20.37,39.61,7.58,13.85,5.134128371628367,9.97
2015003,-20.28,39.7,7.7,18.87,5.134128371628367,9.97
2015003,-20.22,39.79,7.89,21.43,5.134128371628367,9.97
2015003,-20.15,39.88,7.73,23.65,5.134128371628367,9.97
2015003,-20.07,39.98,7.68,24.88,5.134128371628367,9.97
2015003,-20.0,40.07,7.68,25.96,5.134128371628367,9.97
2015003,-19.93,40.17,7.36,26.84,5.134128371628367,9.97
2015003,-19.86,40.24,7.48,28.15,5.134128371628367,9.97
2015003,-19.78,40.34,7.71,30.13,5.134128371628367,9.97
2015003,-19.72,40.43,7.69,32.36,5.134128371628367,9.97
2015003,-19.63,40.52,7.77,35.36,5.134128371628367,9.97
2015003,-19.57,40.62,7.72,37.53,5.134128371628367,9.97
2015003,-19.51,40.7,7.68,39.63,5.134128371628367,9.97
2015003,-19.42,40.81,7.9,43.12,5.134128371628367,9.97
2015003,-19.35,40.89,7.81,46.2,5.134128371628367,9.97
2015003,-19.28,40.97,7.84,48.73,5.134128371628367,9.97
2015003,-19.19,41.07,7.64,50.81,5.134128371628367,9.97
2015003,-19.13,41.15,7.6,53.9,5.134128371628367,9.97
2015003,-19.06,41.26,7.48,58.53,5.134128371628367,9.97
2015003,-18.99,41.36,7.56,61.53,5.134128371628367,9.97
2015003,-18.92,41.43,8.58,67.52,5.134128371628367,9.97
2015003,-18.82,41.51,9.48,71.71,5.134128371628367,9.97
2015003,-18.76,41.59,9.22,79.34,5.134128371628367,9.97
2015003,-18.68,41.7,8.47,84.39,5.134128371628367,9.97
2015003,-18.61,41.8,7.48,86.67,5.134128371628367,9.97
2015003,-18.54,41.89,7.14,86.94,5.134128371628367,9.97
2015003,-18.48,41.98,7.45,87.06,5.134128371628367,9.97
2015003,-20.94,38.7,7.59,6.92,5.134128371628367,9.97
2015003,-20.86,38.99,0.0,0.0,5.134128371628367,9.97
2015003,-20.79,39.08,0.0,0.0,5.134128371628367,9.97
2015003,-20.71,39.17,0.0,0.0,5.134128371628367,9.97
2015003,-20.63,39.09,7.07,4.23,5.134128371628367,9.97
2015003,-20.56,39.19,7.29,4.28,5.134128371628367,9.97
2015003,-20.48,39.27,7.36,7.84,5.134128371628367,9.97
2015003,-20.42,39.36,7.46,8.45,5.134128371628367,9.97
2015003,-20.37,39.44,7.61,10.24,5.134128371628367,9.97
2015003,-20.28,39.54,7.52,12.93,5.134128371628367,9.97
2015003,-20.22,39.64,7.65,15.47,5.134128371628367,9.97
2015003,-20.13,39.74,7.84,20.06,5.134128371628367,9.97
2015003,-20.06,39.81,7.78,22.38,5.134128371628367,9.97
2015003,-19.98,39.92,7.93,24.6,5.134128371628367,9.97
2015003,-19.93,40.0,7.75,25.56,5.134128371628367,9.97
2015003,-19.84,40.09,7.66,26.29,5.134128371628367,9.97
2015003,-19.78,40.19,7.68,27.11,5.134128371628367,9.97
2015003,-19.71,40.26,7.69,28.83,5.134128371628367,9.97
2015003,-19.61,40.37,7.67,30.94,5.134128371628367,9.97
2015003,-19.56,40.45,7.9,33.37,5.134128371628367,9.97
2015003,-19.48,40.54,7.67,36.3,5.134128371628367,9.97
2015003,-19.41,40.64,7.67,38.38,5.134128371628367,9.97
2015003,-19.34,40.71,7.48,40.69,5.134128371628367,9.97
2015003,-19.26,40.82,7.35,42.6,5.134128371628367,9.97
2015003,-19.21,40.9,7.59,46.71,5.134128371628367,9.97
2015003,-19.11,41.01,7.58,49.76,5.134128371628367,9.97
2015003,-19.05,41.1,8.07,53.63,5.134128371628367,9.97
2015003,-18.97,41.16,7.7,58.42,5.134128371628367,9.97
2015003,-18.89,41.26,7.67,62.52,5.134128371628367,9.97
2015003,-18.82,41.37,8.86,65.2,5.134128371628367,9.97
2015003,-18.76,41.46,9.31,70.49,5.134128371628367,9.97
2015003,-18.69,41.55,9.23,75.07,5.134128371628367,9.97
2015003,-18.61,41.64,8.31,82.42,5.134128371628367,9.97
2015003,-18.52,41.73,7.24,85.98,5.134128371628367,9.97
2015003,-18.45,41.81,7.14,86.52,5.134128371628367,9.97
2015003,-18.37,41.89,7.67,86.93,5.134128371628367,9.97
2015003,-18.3,41.97,8.06,87.02,5.134128371628367,9.97
2015003,-20.97,38.45,7.26,4.08,5.134128371628367,9.97
2015003,-20.91,38.56,7.6,4.08,5.134128371628367,9.97
2015003,-20.85,38.63,7.8,4.08,5.134128371628367,9.97
2015003,-20.77,38.71,7.55,3.41,5.134128371628367,9.97
2015003,-20.7,39.01,0.0,0.0,5.134128371628367,9.97
2015003,-20.63,39.11,0.0,0.0,5.134128371628367,9.97
2015003,-20.54,39.02,7.38,3.48,5.134128371628367,9.97
2015003,-20.47,39.13,7.23,3.71,5.134128371628367,9.97
2015003,-20.39,39.2,7.02,6.13,5.134128371628367,9.97
2015003,-20.35,39.3,7.22,7.04,5.134128371628367,9.97
2015003,-20.28,39.38,7.35,8.82,5.134128371628367,9.97
2015003,-20.19,39.47,7.43,12.38,5.134128371628367,9.97
2015003,-20.13,39.57,7.85,13.59,5.134128371628367,9.97
2015003,-20.04,39.65,7.51,17.82,5.134128371628367,9.97
2015003,-19.97,39.76,7.82,20.63,5.134128371628367,9.97
2015003,-19.91,39.84,7.93,23.62,5.134128371628367,9.97
2015003,-19.83,39.93,7.87,24.94,5.134128371628367,9.97
2015003,-19.76,40.04,7.77,25.89,5.134128371628367,9.97
2015003,-19.69,40.11,7.96,26.62,5.134128371628367,9.97
2015003,-19.6,40.22,8.0,27.88,5.134128371628367,9.97
2015003,-19.55,40.29,7.8,29.32,5.134128371628367,9.97
2015003,-19.46,40.39,7.45,31.59,5.134128371628367,9.97
2015003,-19.4,40.48,7.55,34.47,5.134128371628367,9.97
2015003,-19.33,40.56,7.45,37.46,5.134128371628367,9.97
2015003,-19.25,40.66,7.25,39.35,5.134128371628367,9.97
2015003,-19.18,40.75,7.25,41.51,5.134128371628367,9.97
2015003,-19.11,40.83,7.44,43.84,5.134128371628367,9.97
2015003,-19.03,40.92,7.6,49.22,5.134128371628367,9.97
2015003,-18.95,41.02,8.42,57.5,5.134128371628367,9.97
2015003,-18.88,41.12,7.9,60.5,5.134128371628367,9.97
2015003,-18.82,41.21,9.58,62.4,5.134128371628367,9.97
2015003,-18.75,41.28,9.88,65.25,5.134128371628367,9.97
2015003,-18.66,41.37,8.76,69.43,5.134128371628367,9.97
2015003,-18.58,41.46,8.03,75.41,5.134128371628367,9.97
2015003,-18.52,41.54,7.69,80.64,5.134128371628367,9.97
